Process_ID,Interval,Layer,Sv_mean,NASC,Height_mean,Depth_mean,Layer_depth_min,Layer_depth_max,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Noise_Sv_1m,Minimum_Sv_threshold_applied,Maximum_Sv_threshold_applied,Standard_deviation,Thickness_mean,Range_mean,Exclude_below_line_range_mean,Exclude_above_line_range_mean,Center_of_mass,Inertia,Proportion_occupied,Equivalent_area,Aggregation_index
176,1533,1,-62.253823,126.631580,4.936652,12.437527,10.000000,15.000000,2001,2015,153249.932791,20160602, 16:01:18.1850,37.08372934,-122.75043934,-999.000000,1,0,0.00000058588201,4.936652,12.437527,727.309317,10.000000,12.528550,1.725822,0.979487,37.652719,0.026559
176,1533,2,-61.594732,153.052890,5.126523,17.469114,15.000000,20.000000,2001,2015,153249.932791,20160602, 16:01:18.1850,37.08372934,-122.75043934,-999.000000,1,0,0.00000067745069,5.126523,17.469114,727.309317,10.000000,17.526654,2.204820,0.975309,39.350537,0.025413
176,1533,3,-63.342622,98.551250,4.936652,22.500702,20.000000,25.000000,2001,2015,153249.932791,20160602, 16:01:18.1850,37.08372934,-122.75043934,-999.000000,1,0,0.00000061843479,4.936652,22.500702,727.309317,10.000000,22.301982,2.294436,0.923077,26.653216,0.037519
176,1533,4,-66.576878,46.798992,4.936652,27.437353,25.000000,30.000000,2001,2015,153249.932791,20160602, 16:01:18.1850,37.08372934,-122.75043934,-999.000000,1,0,0.00000026771973,4.936652,27.437353,727.309317,10.000000,27.347827,1.989209,0.856410,29.885056,0.033462
176,1533,5,-66.735813,46.852578,5.126523,32.468941,30.000000,35.000000,2001,2015,153249.932791,20160602, 16:01:18.1850,37.08372934,-122.75043934,-999.000000,1,0,0.00000021952128,5.126523,32.468941,727.309317,10.000000,32.362894,2.042130,0.849383,37.163825,0.026908
176,1533,6,-67.039777,42.067489,4.936652,37.500528,35.000000,40.000000,2001,2015,153249.932791,20160602, 16:01:18.1850,37.08372934,-122.75043934,-999.000000,1,0,0.00000021574010,4.936652,37.500528,727.309317,10.000000,37.528266,1.794045,0.869231,33.848424,0.029543
176,1533,7,-68.612975,29.283763,4.936652,42.437180,40.000000,45.000000,2001,2015,153249.932791,20160602, 16:01:18.1850,37.08372934,-122.75043934,-999.000000,1,0,0.00000017750775,4.936652,42.437180,727.309317,10.000000,42.221455,1.755600,0.784615,27.846006,0.035912
176,1533,8,-69.750806,23.400988,5.126523,47.468768,45.000000,50.000000,2001,2015,153249.932791,20160602, 16:01:18.1850,37.08372934,-122.75043934,-999.000000,1,0,0.00000013032398,5.126523,47.468768,727.309317,10.000000,47.503722,2.003893,0.728395,30.629838,0.032648
176,1533,9,-69.773737,22.415613,4.936652,52.500355,50.000000,55.000000,2001,2015,153249.932791,20160602, 16:01:18.1850,37.08372934,-122.75043934,-999.000000,1,0,0.00000014007562,4.936652,52.500355,727.309317,10.000000,52.633515,1.977183,0.682051,26.796355,0.037319
176,1533,10,-70.262266,20.030775,4.936652,57.437007,55.000000,60.000000,2001,2015,153249.932791,20160602, 16:01:18.1850,37.08372934,-122.75043934,-999.000000,1,0,0.00000008764689,4.936652,57.437007,727.309317,10.000000,57.455224,2.131263,0.792308,39.713664,0.025180
176,1533,11,-70.718041,18.728829,5.126523,62.468594,60.000000,65.000000,2001,2015,153249.932791,20160602, 16:01:18.1850,37.08372934,-122.75043934,-999.000000,1,0,0.00000008895718,5.126523,62.468594,727.309317,10.000000,62.439353,2.114658,0.701235,36.639931,0.027293
176,1533,12,-70.729158,17.989063,4.936652,67.500182,65.000000,70.000000,2001,2015,153249.932791,20160602, 16:01:18.1850,37.08372934,-122.75043934,-999.000000,1,0,0.00000010572602,4.936652,67.500182,727.309317,10.000000,67.398470,1.622490,0.684615,28.927489,0.034569
176,1533,13,-72.714449,11.388839,4.936652,72.436834,70.000000,75.000000,2001,2015,153249.932791,20160602, 16:01:18.1850,37.08372934,-122.75043934,-999.000000,1,0,0.00000007264112,4.936652,72.436834,727.309317,10.000000,72.098916,1.736376,0.528205,26.100242,0.038314
176,1533,14,-74.084454,8.627189,5.126523,77.468421,75.000000,80.000000,2001,2015,153249.932791,20160602, 16:01:18.1850,37.08372934,-122.75043934,-999.000000,1,0,0.00000005904061,5.126523,77.468421,727.309317,10.000000,77.574938,2.315095,0.471605,23.437561,0.042667
176,1533,15,-69.134448,25.970454,4.936652,82.500009,80.000000,85.000000,2001,2015,153249.932791,20160602, 16:01:18.1850,37.08372934,-122.75043934,-999.000000,1,0,0.00000019277349,4.936652,82.500009,727.309317,10.000000,83.077317,2.031030,0.697436,21.229211,0.047105
176,1533,16,-66.379685,50.856477,5.126523,87.531596,85.000000,90.000000,2001,2015,153249.932791,20160602, 16:01:18.1850,37.08372934,-122.75043934,-999.000000,1,0,0.00000031408717,5.126523,87.531596,727.309317,10.000000,87.538039,2.453799,0.846914,26.909478,0.037162
