Process_ID,Interval,Layer,Sv_mean,NASC,Height_mean,Depth_mean,Layer_depth_min,Layer_depth_max,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Noise_Sv_1m,Minimum_Sv_threshold_applied,Maximum_Sv_threshold_applied,Standard_deviation,Thickness_mean,Range_mean,Exclude_below_line_range_mean,Exclude_above_line_range_mean,Center_of_mass,Inertia,Proportion_occupied,Equivalent_area,Aggregation_index
194,2460,1,-68.245544,31.888166,4.939603,12.444721,10.000000,15.000000,19659,19669,245949.034778,20180517, 23:49:00.9540,37.51127556,-123.08694273,-999.000000,1,0,0.00000020037867,4.939603,12.444721,716.504261,10.000000,12.367005,1.898662,0.496503,12.437870,0.080400
194,2460,2,-71.564164,15.422611,5.129588,17.479317,15.000000,20.000000,19659,19669,245949.034778,20180517, 23:49:00.9540,37.51127556,-123.08694273,-999.000000,1,0,0.00000010816274,5.129588,17.479317,716.504261,10.000000,17.066715,1.935585,0.350168,10.587146,0.094454
194,2460,3,-70.193161,20.364222,4.939603,22.513912,20.000000,25.000000,19659,19669,245949.034778,20180517, 23:49:00.9540,37.51127556,-123.08694273,-999.000000,1,0,0.00000013812333,4.939603,22.513912,716.504261,10.000000,22.360662,2.005451,0.440559,11.248900,0.088898
194,2460,4,-72.192793,12.850044,4.939603,27.453516,25.000000,30.000000,19659,19669,245949.034778,20180517, 23:49:00.9540,37.51127556,-123.08694273,-999.000000,1,0,0.00000009756978,4.939603,27.453516,716.504261,10.000000,26.948137,1.738138,0.335664,9.607610,0.104084
194,2460,5,-71.146498,16.979486,5.129588,32.488112,30.000000,35.000000,19659,19669,245949.034778,20180517, 23:49:00.9540,37.51127556,-123.08694273,-999.000000,1,0,0.00000011265245,5.129588,32.488112,716.504261,10.000000,32.693519,2.081922,0.370370,11.434255,0.087457
194,2460,6,-68.757749,28.340599,4.939603,37.522707,35.000000,40.000000,19659,19669,245949.034778,20180517, 23:49:00.9540,37.51127556,-123.08694273,-999.000000,1,0,0.00000015796145,4.939603,37.522707,716.504261,10.000000,37.554512,1.858968,0.489510,14.404638,0.069422
194,2460,7,-71.207245,16.123504,4.939603,42.462311,40.000000,45.000000,19659,19669,245949.034778,20180517, 23:49:00.9540,37.51127556,-123.08694273,-999.000000,1,0,0.00000011009995,4.939603,42.462311,716.504261,10.000000,42.161015,2.035874,0.377622,10.780690,0.092758
194,2460,8,-77.366443,4.054432,5.129588,47.496906,45.000000,50.000000,19659,19669,245949.034778,20180517, 23:49:00.9540,37.51127556,-123.08694273,-999.000000,1,0,0.00000003412917,5.129588,47.496906,716.504261,10.000000,47.679028,2.293554,0.178451,8.077416,0.123802
194,2460,9,-79.069859,2.637534,4.939603,52.531502,50.000000,55.000000,19659,19669,245949.034778,20180517, 23:49:00.9540,37.51127556,-123.08694273,-999.000000,1,0,0.00000002952410,4.939603,52.531502,716.504261,10.000000,52.244541,1.682301,0.101399,4.461287,0.224151
194,2460,10,-82.050991,1.327654,4.939603,57.471105,55.000000,60.000000,19659,19669,245949.034778,20180517, 23:49:00.9540,37.51127556,-123.08694273,-999.000000,1,0,0.00000002183291,4.939603,57.471105,716.504261,10.000000,57.526666,2.135173,0.066434,2.578346,0.387845
194,2460,11,-78.244623,3.312165,5.129588,62.505701,60.000000,65.000000,19659,19669,245949.034778,20180517, 23:49:00.9540,37.51127556,-123.08694273,-999.000000,1,0,0.00000002874302,5.129588,62.505701,716.504261,10.000000,62.705701,2.399384,0.161616,7.702541,0.129827
194,2460,12,-79.327688,2.485508,4.939603,67.540297,65.000000,70.000000,19659,19669,245949.034778,20180517, 23:49:00.9540,37.51127556,-123.08694273,-999.000000,1,0,0.00000003326823,4.939603,67.540297,716.504261,10.000000,68.222744,2.535471,0.108392,3.809682,0.262489
194,2460,13,-80.229858,2.019287,4.939603,72.479900,70.000000,75.000000,19659,19669,245949.034778,20180517, 23:49:00.9540,37.51127556,-123.08694273,-999.000000,1,0,0.00000002179828,4.939603,72.479900,716.504261,10.000000,72.009800,2.526267,0.115385,5.529534,0.180847
194,2460,14,-81.052986,1.734905,5.129588,77.514496,75.000000,80.000000,19659,19669,245949.034778,20180517, 23:49:00.9540,37.51127556,-123.08694273,-999.000000,1,0,0.00000001914074,5.129588,77.514496,716.504261,10.000000,77.894019,2.461127,0.097643,5.135356,0.194728
