Process_ID,Interval,Layer,Sv_mean,NASC,Sv_max,Sv_min,Sv_noise,NASC_noise,Height_mean,Depth_mean,Good_samples,Layer_depth_min,Layer_depth_max,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Exclude_below_line_depth_mean,Noise_Sv_1m,Minimum_Sv_threshold_applied,Maximum_Sv_threshold_applied,Exclude_above_line_applied,Exclude_above_line_depth_mean,Exclude_below_line_applied,Standard_deviation,Skewness,Kurtosis,ABC,ABC_noise,Area_Backscatter_Strength,Thickness_mean,Range_mean,Samples_In_Domain,Center_of_mass,Inertia,Proportion_occupied,Equivalent_area,Aggregation_index
74,1427,1,-60.352967,203.892433,-51.168011,-74.749785,-975.022378,0.000000,5.131046,12.473839,555,10.000000,15.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000111723045,2.601937,8.316846,0.00000473052425,0.00000000000000,-53.2509072645,5.131046,15.773839,729,12.644737,2.351804,0.743484,42.772523,0.023379
74,1427,2,-58.426357,305.964977,-50.324588,-74.899659,-972.463355,0.000000,4.941008,17.509866,546,15.000000,20.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000162871253,2.142055,4.973506,0.00000709871733,0.00000000000000,-51.4882011727,4.941008,20.809866,702,17.572556,1.797777,0.763533,45.453163,0.022001
74,1427,3,-58.275506,316.779285,-44.964130,-74.911958,-970.472031,0.000000,4.941008,22.450873,536,20.000000,25.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000274246757,7.390369,69.745410,0.00000734962092,0.00000000000000,-51.3373506018,4.941008,25.750873,702,21.964364,1.813900,0.753561,23.187505,0.043127
74,1427,4,-60.511820,196.569363,-50.841710,-74.939778,-968.884944,0.000000,5.131046,27.486901,567,25.000000,30.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000116453582,2.707233,9.463553,0.00000456062115,0.00000000000000,-53.4097600337,5.131046,30.786901,729,27.481259,1.895839,0.753086,39.708502,0.025184
74,1427,5,-62.012760,133.977338,-52.888893,-74.841009,-967.604242,0.000000,4.941008,32.522928,546,30.000000,35.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000075561186,2.452329,8.233407,0.00000310841868,0.00000000000000,-55.0746049027,4.941008,35.822928,702,32.546484,1.800388,0.729345,42.525590,0.023515
74,1427,6,-63.118951,103.851381,-54.896679,-74.883987,-966.493250,0.000000,4.941008,37.463935,546,35.000000,40.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000052560673,1.638921,2.970037,0.00000240946401,0.00000000000000,-56.1807955637,4.941008,40.763935,702,37.490030,2.014905,0.709402,48.046017,0.020813
74,1427,7,-63.032985,110.001679,-54.041449,-74.864625,-965.198158,0.000000,5.131046,42.499963,567,40.000000,45.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000053916128,2.017910,5.027018,0.00000255215755,0.00000000000000,-55.9309251877,5.131046,45.799963,729,42.502358,2.143178,0.739369,49.588604,0.020166
74,1427,8,-63.545687,94.132293,-55.790346,-74.630632,-964.263882,0.000000,4.941008,47.535990,567,45.000000,50.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000041986575,1.664058,3.548040,0.00000218397067,0.00000000000000,-56.6075319861,4.941008,50.835990,702,47.540361,1.916676,0.754986,56.689964,0.017640
74,1427,9,-64.461262,76.239696,-55.812139,-74.982821,-963.486897,0.000000,4.941008,52.476997,567,50.000000,55.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000040262055,2.042789,5.189272,0.00000176884315,0.00000000000000,-57.5231067656,4.941008,55.776997,702,52.280286,1.967533,0.732194,47.622351,0.020999
74,1427,10,-65.838594,57.655193,-57.397111,-74.865325,-962.718683,0.000000,5.131046,57.513024,578,55.000000,60.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000029199114,2.185949,5.638862,0.00000133766263,0.00000000000000,-58.7365340681,5.131046,60.813024,729,57.432843,2.078244,0.705075,48.769140,0.020505
74,1427,11,-67.430961,38.477888,-58.291483,-74.995599,-962.356947,0.000000,4.941008,62.549052,546,60.000000,65.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000021094294,2.151814,6.175906,0.00000089272849,0.00000000000000,-60.4928060752,4.941008,65.849052,702,62.514349,1.901526,0.626781,43.955673,0.022750
74,1427,12,-70.039631,21.103004,-61.378809,-74.991271,-962.130019,0.000000,4.941008,67.490059,547,65.000000,70.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000011504676,1.903779,4.746189,0.00000048961244,0.00000000000000,-63.1014755710,4.941008,70.790059,702,67.453833,2.236559,0.558405,44.319622,0.022563
74,1427,13,-71.080864,17.242944,-63.173403,-74.958231,-961.433030,0.000000,5.131046,72.526086,594,70.000000,75.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000007575369,1.314578,2.596512,0.00000040005489,0.00000000000000,-63.9788041181,5.131046,75.826086,729,72.553891,2.372326,0.581619,58.114365,0.017207
74,1427,14,-68.928334,27.256746,-60.851468,-74.991084,-960.428619,0.000000,4.941008,77.562114,569,75.000000,80.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000013836674,1.768319,3.688877,0.00000063238589,0.00000000000000,-61.9901783171,4.941008,80.862114,702,77.817518,1.874507,0.626781,49.905899,0.020038
74,1427,15,-69.408833,24.401924,-61.278952,-74.946913,-960.002286,0.000000,4.941008,82.503121,548,80.000000,85.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000013343402,1.926876,4.380438,0.00000056615093,0.00000000000000,-62.4706777237,4.941008,85.803121,702,82.104779,2.025301,0.581197,44.246688,0.022601
74,1427,16,-69.120813,26.075103,-60.466476,-74.934551,-959.092580,0.000000,4.941008,87.444129,546,85.000000,90.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000013199653,2.105758,6.256679,0.00000060497049,0.00000000000000,-62.1826580968,4.941008,90.744129,702,87.459526,2.252689,0.622507,48.035581,0.020818
74,1427,17,-68.670619,30.035569,-60.546597,-74.953579,-958.167884,0.000000,5.131046,92.480156,594,90.000000,95.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000012910671,1.839253,4.664452,0.00000069685758,0.00000000000000,-61.5685597324,5.131046,95.780156,729,92.611844,2.303115,0.706447,59.344251,0.016851
74,1427,18,-69.014192,26.723182,-61.310848,-74.940898,-957.896688,0.000000,4.941008,97.516183,569,95.000000,100.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000011993228,1.448913,2.546613,0.00000062000663,0.00000000000000,-62.0760366785,4.941008,100.816183,702,97.318697,1.927405,0.662393,56.557415,0.017681
74,1427,19,-69.215567,25.512359,-59.286777,-74.969369,-957.830892,0.000000,4.941008,102.457191,556,100.000000,105.000000,142650.428736,20140604, 16:20:23.2120,38.22132892,-123.52890050,702.221116,-999.000000,1,0,1,10.000000,1,0.00000014969686,2.465069,9.342458,0.00000059191424,0.00000000000000,-62.2774120935,4.941008,105.757191,702,102.690431,1.875041,0.581197,41.295329,0.024216
