Process_ID,Interval,Layer,Sv_mean,NASC,Sv_max,Sv_min,Sv_noise,NASC_noise,Height_mean,Depth_mean,Good_samples,Layer_depth_min,Layer_depth_max,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Exclude_below_line_depth_mean,Noise_Sv_1m,Minimum_Sv_threshold_applied,Maximum_Sv_threshold_applied,Exclude_above_line_applied,Exclude_above_line_depth_mean,Exclude_below_line_applied,Standard_deviation,Skewness,Kurtosis,ABC,ABC_noise,Area_Backscatter_Strength,Thickness_mean,Range_mean,Samples_In_Domain,Center_of_mass,Inertia,Proportion_occupied,Equivalent_area,Aggregation_index
43,1196,1,-65.863729,57.370529,-56.147768,-74.818493,-975.867089,0.000000,5.135349,12.486998,432,10.000000,15.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000034617149,2.602113,9.089474,0.00000133105811,0.00000000000000,-58.7580298329,5.135349,15.786998,540,12.794401,1.953261,0.625926,29.560237,0.033829
43,1196,2,-62.650016,115.789661,-54.531853,-74.610121,-972.570109,0.000000,4.945151,17.527247,416,15.000000,20.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000056637319,2.155476,5.888815,0.00000268644498,0.00000000000000,-55.7082205010,4.945151,20.827247,520,17.630188,2.129486,0.767308,37.960514,0.026343
43,1196,3,-60.501965,189.878110,-52.115942,-74.680872,-970.478816,0.000000,4.945151,22.472398,416,20.000000,25.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000087813207,1.939079,5.627846,0.00000440537685,0.00000000000000,-53.5601693442,4.945151,25.772398,520,22.705805,2.191224,0.788462,40.177520,0.024890
43,1196,4,-58.924238,283.555428,-50.600715,-73.551871,-968.745386,0.000000,5.135349,27.512647,432,25.000000,30.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000122147828,2.054186,5.871599,0.00000657879164,0.00000000000000,-51.8185386830,5.135349,30.812647,540,27.743626,2.233010,0.800000,43.086050,0.023209
43,1196,5,-59.828082,221.749761,-51.831988,-74.558826,-967.392850,0.000000,4.945151,32.552897,416,30.000000,35.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000099632335,1.705779,3.806516,0.00000514483352,0.00000000000000,-52.8862867393,4.945151,35.852897,520,32.784554,1.946841,0.786538,41.319427,0.024202
43,1196,6,-58.264483,317.850618,-50.133409,-74.615051,-966.210043,0.000000,4.945151,37.498047,416,35.000000,40.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000151147816,2.033308,5.806937,0.00000737447700,0.00000000000000,-51.3226877427,4.945151,40.798047,520,37.353890,1.883997,0.778846,39.075926,0.025591
43,1196,7,-58.538031,298.447691,-51.636738,-73.819264,-965.035263,0.000000,4.945151,42.443198,416,40.000000,45.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000125254839,1.432037,1.999144,0.00000692430818,0.00000000000000,-51.5962361127,4.945151,45.743198,520,42.403767,2.104125,0.792308,43.999171,0.022728
43,1196,8,-59.845772,229.342525,-51.753912,-74.854761,-964.011057,0.000000,5.135349,47.483448,432,45.000000,50.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000091993783,2.198630,7.621444,0.00000532099384,0.00000000000000,-52.7400724417,5.135349,50.783448,540,47.478957,2.166591,0.794444,45.994067,0.021742
43,1196,9,-63.407685,97.252961,-55.435779,-74.955971,-963.244460,0.000000,4.945151,52.523697,416,50.000000,55.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000049245693,2.146842,5.344999,0.00000225637355,0.00000000000000,-56.4658900011,4.945151,55.823697,520,52.264935,1.906199,0.765385,36.595854,0.027325
43,1196,10,-65.658278,57.922002,-56.315644,-74.771468,-962.693669,0.000000,4.945151,57.468848,416,55.000000,60.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000031622974,2.418020,8.395766,0.00000134385289,0.00000000000000,-58.7164827148,4.945151,60.768848,520,56.808675,1.767195,0.719231,33.656551,0.029712
43,1196,11,-67.677359,37.785562,-58.901172,-74.975036,-961.999160,0.000000,5.135349,62.509097,432,60.000000,65.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000017952950,2.725144,11.326521,0.00000087666579,0.00000000000000,-60.5716594255,5.135349,65.809097,540,62.549780,2.080971,0.701852,39.063035,0.025600
43,1196,12,-67.998814,33.790133,-58.764054,-74.922031,-961.346530,0.000000,4.945151,67.549347,416,65.000000,70.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000017704580,2.473255,9.037941,0.00000078396752,0.00000000000000,-61.0570192794,4.945151,70.849347,520,67.406836,1.770848,0.686538,35.256455,0.028364
43,1196,13,-73.965331,8.553390,-65.790847,-74.884517,-963.511710,0.000000,4.945151,72.494498,416,70.000000,75.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000005729808,1.572879,2.112300,0.00000019844787,0.00000000000000,-67.0235355746,4.945151,75.794498,520,72.512451,2.731556,0.355769,26.080589,0.038343
43,1196,14,-78.971273,2.701121,-67.437747,-74.969746,-966.172092,0.000000,4.945151,77.439648,416,75.000000,80.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000002853093,2.691400,8.065695,0.00000006266893,0.00000000000000,-72.0294774404,4.945151,80.739648,520,77.125158,1.780882,0.167308,13.064267,0.076545
43,1196,15,-78.044067,3.472603,-66.551880,-74.983959,-964.592846,0.000000,5.135349,82.479898,432,80.000000,85.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000003164686,2.580838,8.522781,0.00000008056813,0.00000000000000,-70.9383674114,5.135349,85.779898,540,82.658600,2.399481,0.205556,16.239995,0.061576
43,1196,16,-77.767678,3.563720,-66.053051,-74.937138,-963.917703,0.000000,4.945151,87.520147,416,85.000000,90.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000003341389,2.651099,9.573312,0.00000008268214,0.00000000000000,-70.8258830247,4.945151,90.820147,520,87.701106,2.274112,0.209615,15.874549,0.062994
43,1196,17,-76.853649,4.398519,-66.890493,-74.985823,-962.219809,0.000000,4.945151,92.465298,416,90.000000,95.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000003436458,1.995636,4.682291,0.00000010205038,0.00000000000000,-69.9118539311,4.945151,95.765298,520,92.581211,2.180831,0.273077,21.007728,0.047602
43,1196,18,-77.173424,4.243452,-67.286674,-74.927589,-962.248971,0.000000,5.135349,97.505548,432,95.000000,100.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000003395675,2.035419,4.532049,0.00000009845267,0.00000000000000,-70.0677248970,5.135349,100.805548,540,97.127106,2.100739,0.242593,19.895290,0.050263
43,1196,19,-76.093212,5.240228,-62.831093,-74.990648,-961.713988,0.000000,4.945151,102.545797,416,100.000000,105.000000,119546.123229,20140506, 15:11:56.9090,36.89380728,-122.30632860,684.556230,-999.000000,1,0,1,10.000000,1,0.00000005759855,4.845057,32.214055,0.00000012157894,0.00000000000000,-69.1514163286,4.945151,105.845797,520,102.493102,1.148445,0.240385,12.218821,0.081841
