Process_ID,Interval,Layer,Sv_mean,NASC,Height_mean,Depth_mean,Layer_depth_min,Layer_depth_max,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Noise_Sv_1m,Minimum_Sv_threshold_applied,Maximum_Sv_threshold_applied,Standard_deviation,Thickness_mean,Range_mean,Exclude_below_line_range_mean,Exclude_above_line_range_mean,Center_of_mass,Inertia,Proportion_occupied,Equivalent_area,Aggregation_index
199,2302,1,-78.745671,2.841938,4.939579,12.444753,10.000000,15.000000,12212,12216,230145.197750,20180609, 01:10:41.1150,36.85752525,-122.24206289,-999.000000,1,0,0.00000004175954,4.939579,12.444753,743.868476,10.000000,13.772595,1.144060,0.130769,2.200040,0.454537
199,2302,2,-76.251614,5.240959,5.129563,17.479323,15.000000,20.000000,12212,12216,230145.197750,20180609, 01:10:41.1150,36.85752525,-122.24206289,-999.000000,1,0,0.00000005515123,5.129563,17.479323,743.868476,10.000000,17.808692,2.887948,0.222222,4.024548,0.248475
199,2302,3,-76.478871,4.789549,4.939579,22.513894,20.000000,25.000000,12212,12216,230145.197750,20180609, 01:10:41.1150,36.85752525,-122.24206289,-999.000000,1,0,0.00000004374753,4.939579,22.513894,743.868476,10.000000,22.917255,1.169052,0.269231,5.157026,0.193910
199,2302,4,-71.150585,16.335156,4.939579,27.453473,25.000000,30.000000,12212,12216,230145.197750,20180609, 01:10:41.1150,36.85752525,-122.24206289,-999.000000,1,0,0.00000011489414,4.939579,27.453473,743.868476,10.000000,27.732162,1.321440,0.492308,7.540724,0.132613
199,2302,5,-73.488918,9.901029,5.129563,32.488043,30.000000,35.000000,12212,12216,230145.197750,20180609, 01:10:41.1150,36.85752525,-122.24206289,-999.000000,1,0,0.00000008946359,5.129563,32.488043,743.868476,10.000000,31.714491,1.776250,0.385185,5.169484,0.193443
199,2302,6,-73.728977,9.021609,4.939579,37.522614,35.000000,40.000000,12212,12216,230145.197750,20180609, 01:10:41.1150,36.85752525,-122.24206289,-999.000000,1,0,0.00000006023014,4.939579,37.522614,743.868476,10.000000,37.131559,2.599984,0.476923,8.219498,0.121662
199,2302,7,-73.876333,8.720642,4.939579,42.462193,40.000000,45.000000,12212,12216,230145.197750,20180609, 01:10:41.1150,36.85752525,-122.24206289,-999.000000,1,0,0.00000005733821,4.939579,42.462193,743.868476,10.000000,42.283651,2.376592,0.453846,8.387893,0.119219
199,2302,8,-74.786893,7.343158,5.129563,47.496763,45.000000,50.000000,12212,12216,230145.197750,20180609, 01:10:41.1150,36.85752525,-122.24206289,-999.000000,1,0,0.00000006935098,5.129563,47.496763,743.868476,10.000000,48.061076,1.478999,0.303704,4.814071,0.207724
199,2302,9,-82.178792,1.289147,4.939579,52.531334,50.000000,55.000000,12212,12216,230145.197750,20180609, 01:10:41.1150,36.85752525,-122.24206289,-999.000000,1,0,0.00000001943827,4.939579,52.531334,743.868476,10.000000,51.151354,1.966438,0.115385,2.199996,0.454546
199,2302,10,-85.665301,0.577633,4.939579,57.470913,55.000000,60.000000,12212,12216,230145.197750,20180609, 01:10:41.1150,36.85752525,-122.24206289,-999.000000,1,0,0.00000001007367,4.939579,57.470913,743.868476,10.000000,57.391655,2.000787,0.069231,1.682432,0.594378
