Process_ID,Interval,Layer,Sv_mean,NASC,Height_mean,Depth_mean,Layer_depth_min,Layer_depth_max,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Noise_Sv_1m,Minimum_Sv_threshold_applied,Maximum_Sv_threshold_applied,Standard_deviation,Thickness_mean,Range_mean,Exclude_below_line_range_mean,Exclude_above_line_range_mean,Center_of_mass,Inertia,Proportion_occupied,Equivalent_area,Aggregation_index
186,1,1,-71.067094,16.650309,4.939009,12.442953,10.000000,15.000000,0,5,19.733674,20170516, 16:19:57.1790,38.33696887,-123.92570103,-999.000000,1,0,0.00000010822967,4.939009,12.442953,729.069755,10.000000,12.353764,2.016224,0.378205,6.821044,0.146605
186,1,2,-73.561406,9.736021,5.128971,17.476943,15.000000,20.000000,0,5,19.733674,20170516, 16:19:57.1790,38.33696887,-123.92570103,-999.000000,1,0,0.00000008908866,5.128971,17.476943,729.069755,10.000000,16.891362,1.169794,0.290123,4.059319,0.246347
186,1,3,-76.739732,4.509813,4.939009,22.510934,20.000000,25.000000,0,5,19.733674,20170516, 16:19:57.1790,38.33696887,-123.92570103,-999.000000,1,0,0.00000005462050,4.939009,22.510934,729.069755,10.000000,23.034509,3.172118,0.134615,2.605110,0.383861
186,1,4,-77.546316,3.745416,4.939009,27.449943,25.000000,30.000000,0,5,19.733674,20170516, 16:19:57.1790,38.33696887,-123.92570103,-999.000000,1,0,0.00000006132526,4.939009,27.449943,729.069755,10.000000,26.348631,1.853604,0.108974,1.371482,0.729138
186,1,5,-74.910844,7.135718,5.128971,32.483933,30.000000,35.000000,0,5,19.733674,20170516, 16:19:57.1790,38.33696887,-123.92570103,-999.000000,1,0,0.00000011803254,5.128971,32.483933,729.069755,10.000000,33.839144,0.230176,0.067901,1.439969,0.694460
186,1,6,-81.397792,1.542952,4.939009,37.517924,35.000000,40.000000,0,5,19.733674,20170516, 16:19:57.1790,38.33696887,-123.92570103,-999.000000,1,0,0.00000001978710,4.939009,37.517924,729.069755,10.000000,37.641787,2.156179,0.089744,2.357186,0.424235
186,1,7,-82.104718,1.311173,4.939009,42.456933,40.000000,45.000000,0,5,19.733674,20170516, 16:19:57.1790,38.33696887,-123.92570103,-999.000000,1,0,0.00000002175136,4.939009,42.456933,729.069755,10.000000,42.151841,4.156577,0.064103,1.479685,0.675819
186,1,8,-72.410375,12.690671,5.128971,47.490924,45.000000,50.000000,0,5,19.733674,20170516, 16:19:57.1790,38.33696887,-123.92570103,-999.000000,1,0,0.00000008864040,5.128971,47.490924,729.069755,10.000000,47.275544,1.857209,0.290123,6.102102,0.163878
186,1,9,-68.166537,32.469676,4.939009,52.524914,50.000000,55.000000,0,5,19.733674,20170516, 16:19:57.1790,38.33696887,-123.92570103,-999.000000,1,0,0.00000028369263,4.939009,52.524914,729.069755,10.000000,52.979432,2.334001,0.352564,4.335687,0.230644
186,1,10,-66.126154,51.941711,4.939009,57.463924,55.000000,60.000000,0,5,19.733674,20170516, 16:19:57.1790,38.33696887,-123.92570103,-999.000000,1,0,0.00000033996766,4.939009,57.463924,729.069755,10.000000,57.628938,1.782358,0.596154,6.759532,0.147939
