Process_ID,Interval,Layer,Sv_mean,NASC,Sv_max,Sv_min,Sv_noise,NASC_noise,Height_mean,Depth_mean,Good_samples,Layer_depth_min,Layer_depth_max,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Exclude_below_line_depth_mean,Noise_Sv_1m,Minimum_Sv_threshold_applied,Maximum_Sv_threshold_applied,Exclude_above_line_applied,Exclude_above_line_depth_mean,Exclude_below_line_applied,Standard_deviation,Skewness,Kurtosis,ABC,ABC_noise,Area_Backscatter_Strength,Thickness_mean,Range_mean,Samples_In_Domain,Center_of_mass,Inertia,Proportion_occupied,Equivalent_area,Aggregation_index
23,1495,1,-67.574462,37.214597,-57.266963,-74.929502,-977.617587,0.000000,4.939326,12.563020,523,10.000000,15.000000,149450.459455,20130524, 17:01:43.1260,36.93105421,-122.40328642,696.679456,-999.000000,1,0,1,10.000000,1,0.00000033143269,2.676120,7.238509,0.00000086341876,0.00000000000000,-60.6377851818,4.939326,15.863020,546,13.322683,1.493143,0.489011,21.655741,0.046177
23,1495,2,-65.276569,63.168796,-52.504938,-74.960278,-974.001781,0.000000,4.939326,17.502346,546,15.000000,20.000000,149450.459455,20130524, 17:01:43.1260,36.93105421,-122.40328642,696.679456,-999.000000,1,0,1,10.000000,1,0.00000053095454,4.301963,28.198512,0.00000146558417,0.00000000000000,-58.3398923311,4.939326,20.802346,546,17.184928,1.642673,0.690476,24.719063,0.040455
23,1495,3,-71.038187,16.762576,-56.433675,-74.992543,-973.199440,0.000000,4.939326,22.441672,546,20.000000,25.000000,149450.459455,20130524, 17:01:43.1260,36.93105421,-122.40328642,696.679456,-999.000000,1,0,1,10.000000,1,0.00000017108851,7.157231,72.587167,0.00000038890984,0.00000000000000,-64.1015107333,4.939326,25.741672,546,22.066477,1.749608,0.532967,18.156605,0.055076
23,1495,4,-72.211043,13.287572,-59.428576,-74.977559,-971.721926,0.000000,5.129300,27.475984,563,25.000000,30.000000,149450.459455,20130524, 17:01:43.1260,36.93105421,-122.40328642,696.679456,-999.000000,1,0,1,10.000000,1,0.00000011791455,4.194525,24.029849,0.00000030828600,0.00000000000000,-65.1104619801,5.129300,30.775984,567,27.900027,2.569397,0.495591,22.088533,0.045272
23,1495,5,-65.424659,61.051114,-55.367991,-74.934002,-968.516553,0.000000,4.939326,32.510297,511,30.000000,35.000000,149450.459455,20130524, 17:01:43.1260,36.93105421,-122.40328642,696.679456,-999.000000,1,0,1,10.000000,1,0.00000041758770,2.754931,9.897626,0.00000141645165,0.00000000000000,-58.4879824437,4.939326,35.810297,546,32.710294,1.960204,0.710623,31.151320,0.032101
23,1495,15,-76.475203,4.793351,-65.170682,-74.952175,-964.104255,0.000000,4.939326,82.473475,296,80.000000,85.000000,149450.459455,20130524, 17:01:43.1260,36.93105421,-122.40328642,696.679456,-999.000000,1,0,1,10.000000,1,0.00000004420713,2.603285,8.448209,0.00000011121091,0.00000000000000,-69.5385261132,4.939326,85.773475,546,82.095459,1.232906,0.157509,11.613489,0.086107
23,1495,16,-82.016237,1.389717,-68.910590,-74.984352,-967.526786,0.000000,5.129300,87.507788,440,85.000000,90.000000,149450.459455,20130524, 17:01:43.1260,36.93105421,-122.40328642,696.679456,-999.000000,1,0,1,10.000000,1,0.00000001921721,3.422199,12.560680,0.00000003224292,0.00000000000000,-74.9156558543,5.129300,90.807788,567,87.654610,1.676148,0.088183,8.095899,0.123519
23,1495,17,-77.911685,3.443428,-66.905910,-74.965352,-963.180365,0.000000,4.939326,92.542101,529,90.000000,95.000000,149450.459455,20130524, 17:01:43.1260,36.93105421,-122.40328642,696.679456,-999.000000,1,0,1,10.000000,1,0.00000003143696,2.367149,6.436924,0.00000007989124,0.00000000000000,-70.9750083323,4.939326,95.842101,546,93.058212,1.493693,0.261905,21.066292,0.047469
23,1495,18,-74.254048,7.993826,-62.677460,-74.994641,-960.536524,0.000000,4.939326,97.481426,546,95.000000,100.000000,149450.459455,20130524, 17:01:43.1260,36.93105421,-122.40328642,696.679456,-999.000000,1,0,1,10.000000,1,0.00000006150379,2.995392,14.069530,0.00000018546538,0.00000000000000,-67.3173714497,4.939326,100.781426,546,97.476239,1.830637,0.443223,28.201378,0.035459
23,1495,19,-73.027607,11.010047,-62.466563,-74.990767,-959.314129,0.000000,5.129300,102.515739,567,100.000000,105.000000,149450.459455,20130524, 17:01:43.1260,36.93105421,-122.40328642,696.679456,-999.000000,1,0,1,10.000000,1,0.00000007089859,2.599902,11.015428,0.00000025544496,0.00000000000000,-65.9270266412,5.129300,105.815739,567,102.362506,1.874891,0.522046,35.630044,0.028066
23,1495,20,-74.534450,7.494013,-64.672303,-74.991301,-959.385572,0.000000,4.939326,107.550051,546,105.000000,110.000000,149450.459455,20130524, 17:01:43.1260,36.93105421,-122.40328642,696.679456,-999.000000,1,0,1,10.000000,1,0.00000005062460,2.064580,5.973580,0.00000017386918,0.00000000000000,-67.5977738493,4.939326,110.850051,546,107.177743,2.189204,0.457875,33.847435,0.029544
